what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1486249944599
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1486249944599
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1486249944615
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1486249944615
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1486249944615
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1486249944615
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1486249944615
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1486249944615
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1486249944615
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1486249944615
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1486249944615
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1486249944630
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1486249944630
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1486249944662
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1486249944662
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1486249944677
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1486249944677
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1486249944677
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1486249944677
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1486249944677
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1486249944677
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1486249944677
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1486249944677
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1486249944693
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1486249944740
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1486249944740
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1486249944740
os,sysinfo,,,"win32",1486249944740
arch,sysinfo,,,"x86",1486249944740
ws,sysinfo,,,"win32",1486249944740
locale,sysinfo,,,"en_US",1486249944740
processors,sysinfo,,,"2",1486249944740
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1486249944740
java.runtime.version,sysinfo,,,"1.8.0_11-b12",1486249944740
java.specification.name,sysinfo,,,"Java Platform API Specification",1486249944740
java.specification.vendor,sysinfo,,,"Oracle Corporation",1486249944740
java.specification.version,sysinfo,,,"1.8",1486249944740
java.vendor,sysinfo,,,"Oracle Corporation",1486249944740
java.version,sysinfo,,,"1.8.0_11",1486249944740
java.vm.info,sysinfo,,,"mixed mode",1486249944740
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1486249944740
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1486249944740
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1486249944740
java.vm.specification.version,sysinfo,,,"1.8",1486249944740
java.vm.vendor,sysinfo,,,"Oracle Corporation",1486249944740
java.vm.version,sysinfo,,,"25.11-b03",1486249944740
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1486249944755
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1486249948515
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1486249948577
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1486249948624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486249956540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486249962485
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1486249962501
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1486249969303
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1486249969334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486249990474
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1486250028854
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1486250030118
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1486250030211
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1486250030320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486250048682
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1486250052426
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1486250052441
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1486250053440
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1486250053689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486250063332
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1486250102412
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1486250102927
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1486250105563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486250184579
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486250208761
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486250228950
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1486250234800
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486250267999
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486250268046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1486250268061
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486250270292
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1486250299591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486250299622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486250336571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486250341608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486250344070
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1486250437830
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1486250446569
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.contextInformation",1486250464523
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1486250547656
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1486250559575
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1486250560090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486250561993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486250565394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486250566064
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486250569684
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1486250576579
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486250591323
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1486250628810
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1486250757806
started,bundle,org.eclipse.wb.core.ui,1.3.0.r37x201202052340,"org.eclipse.wb.core.ui",1486250758664
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1486250777135
started,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1486250787790
started,bundle,org.eclipse.ant.launching,1.0.101.v20120110-1739,"org.eclipse.ant.launching",1486250787852
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1486250847850
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1486250847912
started,bundle,org.eclipse.equinox.p2.ui,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.ui",1486250864495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486250865540
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1486250865712
executed,command,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors.lineNumberToggle",1486250879518
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1486250884666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486250915491
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486250915866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486250916084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486250916459
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1486251010995
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1486251054597
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1486251165700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486251165872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486251185699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486251224325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293129431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293249781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293249843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486293249890
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1486293282695
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486293282950
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1486293286875
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486293286925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293364962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293405569
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293409765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293411965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293438115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293439550
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486293468411
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1486293494744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1486293513199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1486293566208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1486293575006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293580700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293591058
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486293610449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293613959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293645580
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486293658078
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486293687644
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486293699112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293707178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293724918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293765704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293806739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293806739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486293866807
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486293870833
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486293873283
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1486294577329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486294585784
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486294606783
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486294631118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486294644705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486294646468
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486294659167
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486294755127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1486294836481
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1486294860880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486294861566
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486294963013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486295008706
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486295141789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486306496410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486321448172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486321527957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486322009891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486322059144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486322060829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486322211728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1486322225238
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1486322234426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1486322251212
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1486322287248
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486322303878
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486322313019
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486322369429
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486322369429
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486322375903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486322426525
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486322451815
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486322465246
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1486322469037
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486322484076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486322525072
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486322579407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486323331235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486323334449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486323355821
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1486323355883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486323357287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486323420498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486323423821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486323479857
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1486323479935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486323482524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486323495675
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1486323495737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486323496533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486324605244
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486324651451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486324688626
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1486324688688
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486324701386
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1486324707252
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1486324707283
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1486324707392
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1486324707611
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1486324707704
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1486324707892
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1486324707892
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1486324707892
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1486324707892
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1486324708141
