what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1483110838270
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1483110838535
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1483110838691
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1483110838691
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1483110839175
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1483110839175
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1483110839580
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1483110839580
started,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1483110839580
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1483110839580
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1483110839580
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1483110839596
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1483110839658
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1483110839658
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1483110839658
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1483110839752
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1483110839814
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1483110839814
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1483110840095
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1483110840095
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1483110840095
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1483110840095
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1483110840204
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1483110840204
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1483110840220
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1483110840501
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1483110840516
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1483110840516
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1483110840688
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1483110840688
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1483110840844
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1483110840844
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1483110840984
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1483110841218
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1483110841234
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1483110841234
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1483110841234
os,sysinfo,,,"win32",1483110841640
arch,sysinfo,,,"x86",1483110841640
ws,sysinfo,,,"win32",1483110841640
locale,sysinfo,,,"en_US",1483110841640
processors,sysinfo,,,"2",1483110841640
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1483110841640
java.runtime.version,sysinfo,,,"1.8.0_111-b14",1483110841640
java.specification.name,sysinfo,,,"Java Platform API Specification",1483110841640
java.specification.vendor,sysinfo,,,"Oracle Corporation",1483110841640
java.specification.version,sysinfo,,,"1.8",1483110841640
java.vendor,sysinfo,,,"Oracle Corporation",1483110841640
java.version,sysinfo,,,"1.8.0_111",1483110841640
java.vm.info,sysinfo,,,"mixed mode",1483110841640
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1483110841640
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1483110841640
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1483110841640
java.vm.specification.version,sysinfo,,,"1.8",1483110841640
java.vm.vendor,sysinfo,,,"Oracle Corporation",1483110841640
java.vm.version,sysinfo,,,"25.111-b14",1483110841640
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1483110841967
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1483110853714
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1483110853714
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1483110855134
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1483110856678
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1483110858051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483110909625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483110909765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483110914195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483110927518
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483110929343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483111597377
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1483111600902
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1483111601105
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1483111601214
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1483111637700
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1483111637716
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1483111638184
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1483111638480
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1483111638652
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1483111639026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483111639884
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.quickAccess",1483111640025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483111641912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483111659306
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483111660773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1483111660788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1483111660788
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.ui.texteditor.TemplatesView",1483111664626
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.ui.texteditor.TemplatesView",1483111664704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1483111664704
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1483111667106
closed,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.ui.texteditor.TemplatesView",1483111667122
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1483111688291
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1483111688338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483111696452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483111696655
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483111696795
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1483111747589
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1483111761629
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1483111761707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483111761722
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1483111782564
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1483111790629
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1483111790645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483111790988
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483111795356
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1483111795372
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1483111795372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483111805886
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483111822266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483111841610
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483113361404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483113365991
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483113548558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483113567964
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1483113615841
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1483113619070
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1483113619475
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483113625684
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1483113635731
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1483113636557
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1483113639974
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1483113640520
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1483113641050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483113641768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483113656292
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.file.newQuickMenu",1483113660098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483113662438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483113665964
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483113671829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483113749314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483113750687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483113937705
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483113940248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483114015425
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1483114022242
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1483114022944
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1483114029153
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483114034098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483114034987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483114035752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483114038076
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1483114041976
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483114043848
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1483114044567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483114211128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483114225870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483114648109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483114653086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483114655675
no handler,command,org.eclipse.gef,,"org.eclipse.gef.zoom_in",1483114661354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483114666190
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1483114707686
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1483114736983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1483114773939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483115095627
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483115107577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483115120182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483115122522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483115150524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1483115150617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483115157388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483115320252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483115330798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483115337896
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483115341281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483132911764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483132935800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483133169675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483133170435
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483134981584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483135024516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483135058290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483135058493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483135086423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483135091774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483137581152
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1483137656487
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1483137758136
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1483137758665
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1483137761603
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1483137767512
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1483137771198
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1483137776945
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1483137777196
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1483137777196
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1483137777196
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1483137787797
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1483137796162
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1483137796162
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1483137803833
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1483137803833
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1483137803833
stopped,bundle,org.eclipse.help.base,3.6.2.v201202080800,"org.eclipse.help.base",1483137803833
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1483137806544
stopped,bundle,org.eclipse.m2e.core.ui,1.0.200.20111228-1245,"org.eclipse.m2e.core.ui",1483137809958
stopped,bundle,org.eclipse.m2e.core,1.0.200.20111228-1245,"org.eclipse.m2e.core",1483137809959
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1483137811425
stopped,bundle,org.eclipse.ant.ui,3.5.101.v20120110-1739,"org.eclipse.ant.ui",1483137814964
stopped,bundle,org.eclipse.ant.launching,1.0.101.v20120110-1739,"org.eclipse.ant.launching",1483137816591
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1483137817832
stopped,bundle,org.eclipse.egit.mylyn.ui,1.3.0.201202151440-r,"org.eclipse.egit.mylyn.ui",1483137819417
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1483137819417
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1483137819417
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1483137822442
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1483137823680
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1483137823880
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1483137823880
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1483137825565
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1483137825565
stopped,bundle,org.eclipse.wb.swing.databinding,1.3.0.r37x201202021417,"org.eclipse.wb.swing.databinding",1483137829391
stopped,bundle,org.eclipse.wb.core.databinding,1.3.0.r37x201202052311,"org.eclipse.wb.core.databinding",1483137831564
stopped,bundle,org.eclipse.wb.swing.FormLayout,1.3.0.r37x201202021417,"org.eclipse.wb.swing.FormLayout",1483137833050
stopped,bundle,org.eclipse.wb.swing.MigLayout,1.3.0.r37x201202021417,"org.eclipse.wb.swing.MigLayout",1483137834649
stopped,bundle,org.eclipse.wb.swing.java6,1.3.0.r37x201202021417,"org.eclipse.wb.swing.java6",1483137835742
stopped,bundle,org.eclipse.wb.swing.jsr296,1.3.0.r37x201202021417,"org.eclipse.wb.swing.jsr296",1483137837998
stopped,bundle,org.eclipse.wb.swing,1.3.0.r37x201202021417,"org.eclipse.wb.swing",1483137837999
stopped,bundle,org.eclipse.wb.core.ui,1.3.0.r37x201202052340,"org.eclipse.wb.core.ui",1483137837999
stopped,bundle,org.eclipse.wb.layout.group,1.3.0.r37x201202060028,"org.eclipse.wb.layout.group",1483137837999
stopped,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1483137838944
stopped,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1483137838944
stopped,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1483137839079
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1486326000352
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1486326000352
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1486326000352
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1486326000352
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1486326000399
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1486326000399
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1486326000399
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1486326000399
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1486326000399
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1486326000399
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1486326000399
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1486326000399
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1486326000399
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1486326000415
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1486326000415
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1486326000415
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1486326000415
