what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1486326080074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326120602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1486326120696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326122771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326128792
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326131569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326134502
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1486326136561
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486326142037
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1486326144018
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486326144112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326155437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326232327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326233343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326275782
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1486326284971
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1486326307123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326309557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326329041
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1486326378696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326378696
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326381051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326414186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326414233
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1486326427196
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1486326428132
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1486326428429
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1486326436541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326444138
started,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1486326452266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326457226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326463934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326657562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486326662304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335256250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335269619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335289042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335302411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335315936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335364904
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335372907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335397992
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335719912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486335747914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486340219204
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1486340221965
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486340223354
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486340223634
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486340235802
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486340235802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486340238080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486340401256
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486340411443
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486340411817
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486340447947
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486340447947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486340450646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486340815796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486340819556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486340819571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486340822089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486340827043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486391508909
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1486391573493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486391588578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486391595458
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1486391605832
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1486391605926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486391626939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486391648358
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1486391676141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486391686157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486391686344
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486391687264
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1486391699198
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1486391699229
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486391770912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486391770927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486391782471
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486391788274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486391837477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1486391837555
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486391842952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486391978735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486391989905
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486391999920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486392006472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486392212455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486392253748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486401429985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486401452465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486401452512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486401455429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486401455601
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1486401479500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486401485209
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486401491137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486401498906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486401635999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486401658323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486401665390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486401671926
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486401677745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486401682035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486401685498
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486401688696
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486403694973
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486403709777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486403709933
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486403713194
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486403713584
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486403743224
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486403743224
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486403753442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486403753582
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486403753754
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486403753957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486403777903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486403777981
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486403794049
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486403794173
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486403807823
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486403807823
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486403809321
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1486403809321
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486403813377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406438721
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486406462621
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1486406466099
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406481512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406504101
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.file.newQuickMenu",1486406516753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406520200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406535972
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486406536331
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486406542415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1486406565050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406584301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406587889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406608372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406611070
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406618184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406632505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406660959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406667075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406682955
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406687011
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406692565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406697588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1486406711020
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406711035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406714530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406738226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406746057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406746073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406752578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406760394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406761751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406767960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406795744
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486406806164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406815914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406838254
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486406840235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406860627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406883810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406887663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406894215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406910767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406913559
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1486406922420
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486406930079
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486406931171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486407376568
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486407437049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486407478846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486407719897
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486407734078
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1486407809831
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1486407818211
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486407833374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486407998453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1486408085158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486408163002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1486408163190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1486408265760
